word_count,lead_paragraph,headline,abstract,locations,section,snippet,source,subjects,url,desk,date,type,id
539,former venezuelan president jaime lusinchi who struggled to tame an economic crisis sparked by plunging oil prices in the late s and then saw his reputation tarnished by allegations of corruption after leaving office has died at age ,ex venezuela president lusinchi dies at ,,[],World,former venezuelan president jaime lusinchi who struggled to tame an economic crisis sparked by plunging oil prices in the late s and then saw his reputation tarnished by allegations of corruption after leaving office has died at age ,AP,[],http://www.nytimes.com/aponline/2014/05/22/world/americas/ap-lt-venezuela-obit-lusinchi.html,,2014-05-22,News,537deb5c7988105f5f90c5aa
438,iraq self ruled northern kurdish region on thursday started exporting crude oil to the international market through the turkish port of ceyhan despite objections from the central government in baghdad turkey energy minister said,iraq kurds start exporting oil unilaterally,,[],World,iraq self ruled northern kurdish region on thursday started exporting crude oil to the international market through the turkish port of ceyhan despite objections from the central government in baghdad turkey energy minister said,AP,[],http://www.nytimes.com/aponline/2014/05/22/world/middleeast/ap-ml-iraq-oil.html,,2014-05-22,News,537e06167988105f5f90c610
763,president vladimir putin tried on thursday to warm up relations with foreign investors chilled by the crisis in ukraine but many senior executives snubbed him by boycotting conference billed as russia answer to davos,putin tries to woo investors to russia but many stay away,,[],Business Day,president vladimir putin tried on thursday to warm up relations with foreign investors chilled by the crisis in ukraine but many senior executives snubbed him by boycotting conference billed as russia answer to davos,Reuters,[],http://www.nytimes.com/reuters/2014/05/22/business/22reuters-russia-forum.html,,2014-05-22,News,537e14237988105f5f90c647
700,the price of gasoline looks familiar this memorial day for the third year in row the national average will be within penny or two of per gallon,gasoline prices have familiar look as summer nears,,[],U.S.,the price of gasoline looks familiar this memorial day for the third year in row the national average will be within penny or two of per gallon,AP,[],http://www.nytimes.com/aponline/2014/05/22/us/ap-us-summer-gasoline-prices.html,,2014-05-22,News,537e202d79881021c85e054c
689,luck has run out for las vegas push to bring the republican party next presidential nominating convention to sin city cincinnati also has withdrawn from the list of possible hosts,las vegas cincinnati drop out for gop convention,,[],U.S.,luck has run out for las vegas push to bring the republican party next presidential nominating convention to sin city cincinnati also has withdrawn from the list of possible hosts,AP,[],http://www.nytimes.com/aponline/2014/05/22/us/politics/ap-us-republican-convention.html,,2014-05-22,News,537e4bbe79881021c85e05f8
276,platinum and palladium settled at their highest prices this year thursday as mining strike in south africa continues to cripple production,south african strike pushes platinum prices up,,[],Business Day,platinum and palladium settled at their highest prices this year thursday as mining strike in south africa continues to cripple production,AP,[],http://www.nytimes.com/aponline/2014/05/22/business/ap-us-commodities-review.html,,2014-05-22,News,537e586679881021c85e0637
183,the price of oil drifted lower thursday day after hitting one month high,oil eases but remains near barrel,,[],Business Day,the price of oil drifted lower thursday day after hitting one month high,AP,[],http://www.nytimes.com/aponline/2014/05/22/business/ap-oil-prices.html,,2014-05-22,News,537e6c2579881021c85e069e
1256,,business highlights,,[],Business Day,,AP,[],http://www.nytimes.com/aponline/2014/05/22/business/ap-us-business-highlights.html,,2014-05-22,News,537e75fb79881021c85e06c4
1079,a picture of former chancellor gerhard schröder embracing president vladimir v putin was met with scorn but there were also calls for understanding,ex leader embodies german divide on russia,,"[u'Russia', u'Germany']",World,a picture of former chancellor gerhard schröder embracing president vladimir v putin was met with scorn but there were also calls for understanding,The New York Times,[],http://www.nytimes.com/2014/05/23/world/europe/ex-leader-embodies-a-german-divide-on-russia.html,Foreign,2014-05-23,News,537e7d5b79881021c85e06de
887,the bavarian aristocrat helped the band with matters as varied as financial oversight divorces drug charges and tours,prince rupert zu loewenstein rolling stones money manager dies at ,prince rupert zu loewenstein bavarian aristocrat and money manager who guided the rolling stones to riches and through financial crises dies at age ,[],Arts,the bavarian aristocrat helped the band with matters as varied as financial oversight divorces drug charges and tours,The New York Times,"[u'Music', u'Deaths (Obituaries)']",http://www.nytimes.com/2014/05/23/arts/music/prince-rupert-zu-loewenstein-rolling-stones-money-manager-dies-at-80.html,Culture,2014-05-23,Obituary,537e9a5f79881021c85e0748
431,britain top equity index slipped on friday to record its biggest weekly loss in more than month led by selloffs in oil group tullow and luxury brand burberry,britain ftse posts weekly loss astrazeneca bounces late,,[],Business Day,britain top equity index slipped on friday to record its biggest weekly loss in more than month led by selloffs in oil group tullow and luxury brand burberry,Reuters,[],http://www.nytimes.com/reuters/2014/05/23/business/23reuters-markets-britain-stocks.html,,2014-05-23,News,537f040679881021c85e082c
539,japan core consumer prices rose the most in almost years in april after an increase in the nationwide sales tax reuters poll showed on friday,japan consumer inflation to hit year high on sales tax hike,,[],Business Day,japan core consumer prices rose the most in almost years in april after an increase in the nationwide sales tax reuters poll showed on friday,Reuters,[],http://www.nytimes.com/reuters/2014/05/23/business/23reuters-japan-economy-prices.html,,2014-05-23,News,537f04bd79881021c85e082d
225,the price of oil rose above barrel friday ahead of holiday weekend in the us and national elections in ukraine on sunday,oil above ahead of us holiday ukraine vote,,[],U.S.,the price of oil rose above barrel friday ahead of holiday weekend in the us and national elections in ukraine on sunday,AP,[],http://www.nytimes.com/aponline/2014/05/23/us/ap-oil-prices.html,,2014-05-23,News,537f079079881021c85e083a
682,the odds of hosting the republican party next presidential convention have improved for dallas denver cleveland and kansas city missouri two other players las vegas and cincinnati have folded,gop convention dream ends for vegas and cincinnati,,[],U.S.,the odds of hosting the republican party next presidential convention have improved for dallas denver cleveland and kansas city missouri two other players las vegas and cincinnati have folded,AP,[],http://www.nytimes.com/aponline/2014/05/23/us/politics/ap-us-republican-convention.html,,2014-05-23,News,537f0a6579881021c85e0841
489,the sleepy market for sweet west texas intermediate crude for delivery close to east houston refineries is beginning to wake up,liquidity builds on wti crude diverted to e houston,,[],U.S.,the sleepy market for sweet west texas intermediate crude for delivery close to east houston refineries is beginning to wake up,Reuters,[],http://www.nytimes.com/reuters/2014/05/23/us/23reuters-energy-crude-wti.html,,2014-05-23,News,537f31c279881021c85e08a0
274,russian president vladimir putin on friday pledged to support major domestic banks by giving them more capacity to advance loans,putin pledges to boost russian banks lending power,,[],Business Day,russian president vladimir putin on friday pledged to support major domestic banks by giving them more capacity to advance loans,Reuters,[],http://www.nytimes.com/reuters/2014/05/23/business/23reuters-russia-forum-putin-banks.html,,2014-05-23,News,537f33df79881021c85e08a7
409,china and russia signed billion gas supply deal on wednesday securing the world top energy user major source of fuel and opening up new market for moscow as it risks losing european customers over the ukraine crisis,factbox details of russia china gas deal,,[],World,china and russia signed billion gas supply deal on wednesday securing the world top energy user major source of fuel and opening up new market for moscow as it risks losing european customers over the ukraine crisis,Reuters,[],http://www.nytimes.com/reuters/2014/05/23/world/europe/23reuters-gas-russia-china-pipeline-factbox.html,,2014-05-23,News,537f35f479881021c85e08ad
2053,for two months last summer stanford law school professor joseph grundfest locked himself away in his home office in california portola valley grundfest house overlooks the santa cruz mountains but his attention was fixed on the piles of paper mostly us supreme court opinions and congressional reports from the s stacked on his desk and the surrounding floor grundfest researched and wrote for weeks with monastic obsessiveness speaking to hardly anyone but his research assistants and his wife who made sure he was eating,behind major us case against shareholder suits tale of two professors,,[],U.S.,for two months last summer stanford law school professor joseph grundfest locked himself away in his home office in california portola valley grundfest house overlooks the santa cruz mountains but his attention was fixed on the piles of paper,Reuters,[],http://www.nytimes.com/reuters/2014/05/23/us/politics/23reuters-case-against-shareholders-insight.html,,2014-05-23,News,537f7810798810678eb67031
930,the memorial day weekend begins the summer driving season and sharp differences in gasoline prices around the country reflect all the complexities of the global energy markets,as summer driving beckons gas prices are all over the map,memorial day weekend starts summer driving season and sharp differences in gasoline prices around the country reflect all the complexities of global energy markets experts predict national average on memorial day of around per gallon virtually same as in ,[u'United States'],Business Day,the memorial day weekend begins the summer driving season and sharp differences in gasoline prices around the country reflect all the complexities of the global energy markets,The New York Times,"[u'Oil (Petroleum) and Gasoline', u'Prices (Fares, Fees and Rates)']",http://www.nytimes.com/2014/05/24/business/as-summer-driving-beckons-gasoline-prices-are-all-over-the-map.html,Business,2014-05-24,News,537f5f1e79881021c85e0939
1604,rockwell is poised to join handful of artists whose work is recognizable not just for its artistic quality but for the millions it took to acquire one,norman rockwell art once sniffed at is becoming prized,james stewart common sense column norman rockwell once seen as lowly illustrator and calendar artist is now undergoing major critical and financial reappraisal major auction houses sothby and christie built their spring sales of american art around two of his paintings which sold for million and million respectively rockwell auction record is million surge in price of his art dates to at least ,[],Business Day,rockwell is poised to join handful of artists whose work is recognizable not just for its artistic quality but for the millions it took to acquire one,The New York Times,"[u'Art', u'Auctions']",http://www.nytimes.com/2014/05/24/business/norman-rockwell-captures-the-art-markets-eye.html,Business,2014-05-24,News,537f9666798810678eb670b2
825,mr lusinchi who was president during economic and political crises from to gave his mistress position of power in his government,jaime lusinchi ex leader of venezuela dies at ,jaime lusinchi former president of venezuela who caused scandal when he installed his mistress blanca ibanez as his private secretary while in office dies at age ,[u'Venezuela'],World,mr lusinchi who was president during economic and political crises from to gave his mistress position of power in his government,The New York Times,"[u'Deaths (Obituaries)', u'Corruption (Institutional)']",http://www.nytimes.com/2014/05/24/world/americas/jaime-lusinchi-ex-leader-of-venezuela-dies-at-89.html,Foreign,2014-05-24,Obituary,537fffae798810678eb671db
214,"president vladimir putin expressed concern on saturday about threats by ""radicals"" in ukraine to interrupt russian natural gas supplies to europe",putin says ukraine radicals could disrupt gas flows to europe,,[],World,"president vladimir putin expressed concern on saturday about threats by ""radicals"" in ukraine to interrupt russian natural gas supplies to europe",Reuters,[],http://www.nytimes.com/reuters/2014/05/24/world/europe/24reuters-ukraine-crisis-putin-gas.html,,2014-05-24,News,53807aa8798810678eb6725c
700,the price of gasoline looks familiar this memorial day for the third year in row the national average will be within penny or two of per gallon,gasoline prices have familiar look as summer nears,,[],U.S.,the price of gasoline looks familiar this memorial day for the third year in row the national average will be within penny or two of per gallon,AP,[],http://www.nytimes.com/aponline/2014/05/24/us/ap-us-summer-gasoline-prices.html,,2014-05-24,News,5380a9d0798810678eb672a3
678,doctors say that they are seeing more newly engaged women come in for hand makeovers specifically with the selfie in mind,raise your hand for an engagement selfie,many newly engaged women are undergoing hand lift cosmetic surgery procedures as part of their quest for perfect selfie of their diamond adorned hand,[],Fashion & Style,doctors say that they are seeing more newly engaged women come in for hand makeovers specifically with the selfie in mind,The New York Times,"[u'Weddings and Engagements', u'Plastic Surgery', u'Hands', u'Photography', u'Social Media', u'Jewels and Jewelry']",http://www.nytimes.com/2014/05/25/fashion/weddings/raise-your-hand-for-an-engagement-selfie.html,Society,2014-05-25,News,537fa48c798810678eb670db
773,an investigation into price fixing and bid rigging in the auto parts industry has mushroomed into the justice department largest criminal antitrust probe ever and it not over yet,auto parts price fixing probe rattles industry,,[],U.S.,an investigation into price fixing and bid rigging in the auto parts industry has mushroomed into the justice department largest criminal antitrust probe ever and it not over yet,AP,[],http://www.nytimes.com/aponline/2014/05/25/us/politics/ap-us-auto-parts-price-fixing.html,,2014-05-25,News,5381d3eb7988101ee82c9bc4
900,far be it from us to offer tips to warren buffett the most celebrated stock picker of his age but here goes ,some elephant hunting tips for warren buffett,,[],Business Day,far be it from us to offer tips to warren buffett the most celebrated stock picker of his age but here goes ,Reuters,[],http://www.nytimes.com/reuters/2014/05/25/business/25reuters-buffett-elephant-hunting.html,,2014-05-25,News,5381ddbf7988101ee82c9bce
324,the price of oil remained above barrel tuesday as investors weighed how the conflicts in ukraine and libya were likely to affect crude supplies,oil stays above on crises in ukraine libya,,[],U.S.,the price of oil remained above barrel tuesday as investors weighed how the conflicts in ukraine and libya were likely to affect crude supplies,AP,[],http://www.nytimes.com/aponline/2014/05/26/us/ap-oil-prices.html,,2014-05-26,News,5382f37f7988104f45ed7ab4
773,an investigation into price fixing and bid rigging in the auto parts industry has mushroomed into the justice department largest criminal antitrust probe ever and it not over yet,auto parts price fixing probe rattles industry,,[],U.S.,an investigation into price fixing and bid rigging in the auto parts industry has mushroomed into the justice department largest criminal antitrust probe ever and it not over yet,AP,[],http://www.nytimes.com/aponline/2014/05/26/us/politics/ap-us-auto-parts-price-fixing.html,,2014-05-26,News,5382f9277988104f45ed7abe
743,russian public spending that is classified as secret will nearly double by to reach quarter of all expenditures the imf said on monday urging more disclosure and analysis of budget risks,russia secret spending on rise budget risks not properly assessed imf,,[],World,russian public spending that is classified as secret will nearly double by to reach quarter of all expenditures the imf said on monday urging more disclosure and analysis of budget risks,Reuters,[],http://www.nytimes.com/reuters/2014/05/26/world/europe/26reuters-russia-policy-imf.html,,2014-05-26,News,538349407988104f45ed7b3c
811,china has approached foreign banks and gold producers to participate in global gold exchange in shanghai people familiar with the matter said as the world top producer and importer of the metal seeks greater influence over pricing,with london fix under fire china seeks bigger sway in gold trade,,[],Business Day,china has approached foreign banks and gold producers to participate in global gold exchange in shanghai people familiar with the matter said as the world top producer and importer of the metal seeks greater influence over pricing,Reuters,[],http://www.nytimes.com/reuters/2014/05/26/business/26reuters-china-gold-pricing.html,,2014-05-26,News,5383b09d79881002822dbd8d
811,china has approached foreign banks and gold producers to participate in global gold exchange in shanghai people familiar with the matter said as the world top producer and importer of the metal seeks greater influence over pricing,with london fix under fire china seeks bigger sway in gold trade,,[],Business Day,china has approached foreign banks and gold producers to participate in global gold exchange in shanghai people familiar with the matter said as the world top producer and importer of the metal seeks greater influence over pricing,Reuters,[],http://www.nytimes.com/reuters/2014/05/27/business/27reuters-china-gold-pricing.html,,2014-05-27,News,53843bdd79881002822dbe84
281,the price of oil remained above barrel tuesday as investors weighed how the conflicts in ukraine and libya were likely to affect crude supplies,oil stays above on crises in ukraine libya,,[],Business Day,the price of oil remained above barrel tuesday as investors weighed how the conflicts in ukraine and libya were likely to affect crude supplies,AP,[],http://www.nytimes.com/aponline/2014/05/27/business/ap-oil-prices.html,,2014-05-27,News,538500cd7988103dac135c20
1402,,business highlights,,[],Business Day,,AP,[],http://www.nytimes.com/aponline/2014/05/27/business/ap-us-business-highlights.html,,2014-05-27,News,53850a9b7988103dac135c3f
733,the tasting menu at box kite speck of coffee shop in the east village is more summer playlist than “ring” cycle,small on space big on flavors,ligaya mishan reviews restaurant box kite in manhattan east village,"[u'East Village (Manhattan, NY)']",Food,the tasting menu at box kite speck of coffee shop in the east village is more summer playlist than “ring” cycle,The New York Times,[u'Restaurants'],http://www.nytimes.com/2014/05/28/dining/hungry-city-box-kite-in-the-east-village.html,Dining,2014-05-28,Review,537e5d3479881021c85e064d
463,scottish engineering firm weir group abandoned efforts to acquire rival metso after the finnish company rejected second improved takeover bid,weir drops takeover of finnish rival metso after new bid snubbed,,[],Business Day,scottish engineering firm weir group abandoned efforts to acquire rival metso after the finnish company rejected second improved takeover bid,Reuters,[],http://www.nytimes.com/reuters/2014/05/28/business/28reuters-weir-metso.html,,2014-05-28,News,538582187988103dac135d62
192,the price of oil fell below barrel wednesday as traders expected the energy department to report an increase in us supplies,oil drops on expected rise in us supply,,[],U.S.,the price of oil fell below barrel wednesday as traders expected the energy department to report an increase in us supplies,AP,[],http://www.nytimes.com/aponline/2014/05/28/us/ap-oil-prices.html,,2014-05-28,News,53859e407988103dac135dad
392,,weir to drop takeover pursuit of finnish rival metso,the scottish engineering company said that it had approached metso with sweetened proposal last week but the finnish company believed the all share offer undervalued the company,[],Business Day,the scottish engineering company said that it had approached metso with sweetened proposal last week but the finnish company believed the all share offer undervalued the company,The New York Times,"[u'Mergers, Acquisitions and Divestitures']",http://dealbook.nytimes.com/2014/05/28/weir-to-drop-takeover-pursuit-of-finnish-rival-metso/,Business,2014-05-28,Blog,5385a54a7988103dac135db6
353,,relational takes stake in magnum hunter an oil and gas driller,the investment firm long known for its shareholder activism agreed to invest million into magnum hunter resources through private offering,[],Business Day,the investment firm long known for its shareholder activism agreed to invest million into magnum hunter resources through private offering,The New York Times,"[u'Shareholder Rights and Activism', u'Private Equity', u'Oil (Petroleum) and Gasoline']",http://dealbook.nytimes.com/2014/05/28/relational-takes-stake-in-magnum-hunter-an-oil-and-gas-driller/,Business,2014-05-28,Blog,5385c7b77988103dac135df9
876,the debate over whether scots will be better off if they break away from the united kingdom intensified on wednesday as pro and anti independence camps both claimed scots would be at least pounds ( ) year richer,opposing scottish independence camps both appeal to voters pockets,,[],World,the debate over whether scots will be better off if they break away from the united kingdom intensified on wednesday as pro and anti independence camps both claimed scots would be at least pounds ( ) year richer,Reuters,[],http://www.nytimes.com/reuters/2014/05/28/world/europe/28reuters-scotland-independence.html,,2014-05-28,News,5385ea287988103dac135e62
691,one of london most prominent investment bankers lost his appeal against heavy fine for market abuse on wednesday in case that has fuelled high level debate about the rules around deals and the disclosure of information,british star banker hannam loses appeal against market abuse fine,,[],Business Day,one of london most prominent investment bankers lost his appeal against heavy fine for market abuse on wednesday in case that has fuelled high level debate about the rules around deals and the disclosure of information,Reuters,[],http://www.nytimes.com/reuters/2014/05/28/business/28reuters-fca-hannam.html,,2014-05-28,News,538625eb7988101cbeb9fe4f
1083,malcolm glazer self made billionaire who shunned the spotlight while leading the takeover of english soccer manchester united and transforming the nfl tampa bay buccaneers into super bowl champions died wednesday he was ,man and nfl team owner glazer dies at ,,[],U.S.,malcolm glazer self made billionaire who shunned the spotlight while leading the takeover of english soccer manchester united and transforming the nfl tampa bay buccaneers into super bowl champions died wednesday he was ,AP,[],http://www.nytimes.com/aponline/2014/05/28/us/ap-fbn-obit-malcolm-glazer.html,,2014-05-28,News,5386443e7988101cbeb9fee3
247,palladium futures rose to the highest point since as traders fear that tensions with russia might disrupt exports from the world top supplier of the metal,palladium gains highest price since ,,[],Business Day,palladium futures rose to the highest point since as traders fear that tensions with russia might disrupt exports from the world top supplier of the metal,AP,[],http://www.nytimes.com/aponline/2014/05/28/business/ap-us-commodities-review.html,,2014-05-28,News,538652f47988101cbeb9ff1d
1245,,business highlights,,[],Business Day,,AP,[],http://www.nytimes.com/aponline/2014/05/28/business/ap-us-business-highlights.html,,2014-05-28,News,5386611e7988101cbeb9ff57
230,the price of oil rose above barrel thursday on drop in supplies at the main us oil trading hub and signs of growing gasoline demand in the us,oil back above ahead on supply drop,,[],U.S.,the price of oil rose above barrel thursday on drop in supplies at the main us oil trading hub and signs of growing gasoline demand in the us,AP,[],http://www.nytimes.com/aponline/2014/05/29/us/ap-oil-prices.html,,2014-05-29,News,5386f7837988101cbeba00e0
623,setting the stage for upcoming restrictions on coal fired power plants the obama administration is making concerted effort to cast its energy policy as an economic success that is creating jobs securing the nation against international upheavals and shifting energy use to cleaner sources,white house touts energy policies as rules loom,,[],U.S.,setting the stage for upcoming restrictions on coal fired power plants the obama administration is making concerted effort to cast its energy policy as an economic success that is creating jobs securing the nation against international upheavals,AP,[],http://www.nytimes.com/aponline/2014/05/29/us/politics/ap-us-obama-energy.html,,2014-05-29,News,538705fa7988101cbeba00f8
608,japan household spending in april fell at the fastest rate in three years in sign that consumption could be slow to recover from an increase in the nationwide sales tax raising questions over the pace of economic recovery,japan consumer spending factory output skid after sales tax hike,,[],Business Day,japan household spending in april fell at the fastest rate in three years in sign that consumption could be slow to recover from an increase in the nationwide sales tax raising questions over the pace of economic recovery,Reuters,[],http://www.nytimes.com/reuters/2014/05/29/business/29reuters-japan-economy-prices.html,,2014-05-29,News,5387d4027988106fe11799c0
3431,a california initiative that provides funding to companies to reduce emissions is gaining traction as weapon against global warming,a price tag on carbon as climate rescue plan,california based initiative is investing in carefully chosen cap and trade projects part of worldwide experiment issuing permits that allow industries to emit carbon dioxide and other greenhouse gases then restricting those permits to create economic incentive for companies to cut carbon emissions system encourages companies to find least expensive ways to make cuts either by adopting cleaner energy technology or by investing in outside emission control projects (series the big fix),"[u'California', u'United States', u'Europe', u'Wisconsin']",Science,a california initiative that provides funding to companies to reduce emissions is gaining traction as weapon against global warming,The New York Times,"[u'Greenhouse Gas Emissions', u'Agriculture and Farming', u'Greenhouse Gas Emissions', u'Global Warming', u'Carbon Dioxide', u'Alternative and Renewable Energy', u'Carbon Dioxide', u'Global Warming', u'Series']",http://www.nytimes.com/2014/05/30/science/a-price-tag-on-carbon-as-a-climate-rescue-plan.html,National,2014-05-30,News,538805857988106fe1179a4d
446,global equity markets traded mostly flat on friday but the dow and samp p set fresh closing highs while the dollar eased on the likelihood the european central bank will deliver monetary stimulus next week,wall street closing highs buck trend as most equities flat,,[],Business Day,global equity markets traded mostly flat on friday but the dow and samp p set fresh closing highs while the dollar eased on the likelihood the european central bank will deliver monetary stimulus next week,Reuters,[],http://www.nytimes.com/reuters/2014/05/30/business/30reuters-markets-global.html,,2014-05-30,News,538826f37988106fe1179a89
1298,small northern nation to vote on independence in peaceful referendum should the world care at time when ukraine has pitted east versus west in an echo of the cold war ,reasons for the world to care about scottish independence vote,,[],World,small northern nation to vote on independence in peaceful referendum should the world care at time when ukraine has pitted east versus west in an echo of the cold war ,Reuters,[],http://www.nytimes.com/reuters/2014/05/30/world/europe/30reuters-scotland-independence-world.html,,2014-05-30,News,53882be27988106fe1179a8e
162,the price of oil drifted down friday after us crude inventories rose in possible sign of slack demand,oil edges down but still above ,,[],U.S.,the price of oil drifted down friday after us crude inventories rose in possible sign of slack demand,AP,[],http://www.nytimes.com/aponline/2014/05/30/us/ap-oil-prices.html,,2014-05-30,News,5388496b7988106fe1179ac2
264,wheat fell for the third consecutive week as traders factored in the prospect of cooler wetter weather in coming months that could help crops,wheat falls for third straight week,,[],Business Day,wheat fell for the third consecutive week as traders factored in the prospect of cooler wetter weather in coming months that could help crops,AP,[],http://www.nytimes.com/aponline/2014/05/30/business/ap-us-commodities-review-.html,,2014-05-30,News,5388dd517988103c8eff01d3
256,the price of oil fell below per barrel friday on ample supplies of crude and fuels,oil falls below ends week down ,,[],Business Day,the price of oil fell below per barrel friday on ample supplies of crude and fuels,AP,[],http://www.nytimes.com/aponline/2014/05/30/business/ap-oil-prices-1st-ld-writethru.html,,2014-05-30,News,5388e6377988103c8eff01f3
1384,,business highlights,,[],Business Day,,AP,[],http://www.nytimes.com/aponline/2014/05/30/business/ap-us-business-highlights.html,,2014-05-30,News,5388feac7988103c8eff0270
513,consumer prices showed that inflation picked up in april excluding the sales tax increase that started at the beginning of the month,new tax aside inflation rises in japan,japanese consumer prices show that inflation picked up in april government data is welcome sign in bank of japan battle to increase inflation to percent,[u'Japan'],Business Day,consumer prices showed that inflation picked up in april excluding the sales tax increase that started at the beginning of the month,The New York Times,"[u'Inflation (Economics)', u'Economic Conditions and Trends', u'Taxation']",http://www.nytimes.com/2014/05/31/business/international/tax-increase-cuts-into-japanese-household-spending.html,Business,2014-05-31,News,5388196d7988106fe1179a73
3411,the couple in the convertible sail down pristine freeway the pavement theirs alone at the wheel he smiles in suit and tie while she leans closer every blonde hair in place her face portrait of mobile bliss,americans and their cars love affair on fumes ,,[],U.S.,the couple in the convertible sail down pristine freeway the pavement theirs alone at the wheel he smiles in suit and tie while she leans closer every blonde hair in place her face portrait of mobile bliss,AP,[],http://www.nytimes.com/aponline/2014/05/31/us/ap-us-driving-changes.html,,2014-05-31,News,538a07b879881007af366942
1376,dine seaside sip cocktails high above the water or just stretch out in the sand during this coastal weekend in catalonia, hours on the beach in barcelona,andrew ferren travel article on hour visit to the miles of beaches found in barcelona spain,[u'Barcelona (Spain)'],Travel,dine seaside sip cocktails high above the water or just stretch out in the sand during this coastal weekend in catalonia,The New York Times,"[u'Travel and Vacations', u'Beaches']",http://www.nytimes.com/2014/06/01/travel/36-hours-on-the-beach-in-barcelona.html,Travel,2014-06-01,News,538779767988106fe1179884
392,iraq crude oil exports increased slightly in may despite constant militant attacks that have left vital oil pipeline idle the oil ministry said sunday,iraq says crude oil exports rise slightly in may,,[],World,iraq crude oil exports increased slightly in may despite constant militant attacks that have left vital oil pipeline idle the oil ministry said sunday,AP,[],http://www.nytimes.com/aponline/2014/06/01/world/middleeast/ap-ml-iraq-oil.html,,2014-06-01,News,538b328979881007af366b17
670,the islamic state of iraq and syria has intensified its attacks across iraq as political rivals work to form new government,killings in iraq at reach monthly high,united nations reports that violence claimed lives of iraqis in may highest monthly death toll in number points to challenges iraq government faces as it struggles to contain sectarian violence,[u'Iraq'],World,the islamic state of iraq and syria has intensified its attacks across iraq as political rivals work to form new government,The New York Times,[u'Deaths (Fatalities)'],http://www.nytimes.com/2014/06/02/world/middleeast/killings-in-iraq-reach-a-record-high.html,Foreign,2014-06-02,News,538bbe4379881044f484d9af
1216,new rules to reduce coal pollution are calculated to keep president obama pledge to cut greenhouse gases but by itself the plan will barely budge global emissions,trying to reclaim leadership on climate change,news analysis pres obama proposed new rules to cut emissions at power plants is one of biggest steps any american president has ever taken on climate change but plan will barely make dent in global emissions that scientists say are threatening future generations pledge of percent reductions in nation greenhouse gases by is more effort to get country moving in right direction than it is to solve emissions problem,[],U.S.,new rules to reduce coal pollution are calculated to keep president obama pledge to cut greenhouse gases but by itself the plan will barely budge global emissions,The New York Times,"[u'Coal', u'Global Warming', u'Natural Gas', u'Greenhouse Gas Emissions']",http://www.nytimes.com/2014/06/02/us/politics/obama-tries-to-reclaim-leadership-on-climate-change.html,National,2014-06-02,An Analysis; News Analysis,538bd06579881044f484d9d3
891,death by giant snakes malarial mosquitoes or drug addled knife wielding thieves if the barrage of blood soaked headlines in the british tabloids is to be believed that what awaits soccer fans travelling to the most exotic of brazil world cup host cities the amazonian metropolis of manaus,world cup most exotic city awaits tourist influx,,[],World,death by giant snakes malarial mosquitoes or drug addled knife wielding thieves if the barrage of blood soaked headlines in the british tabloids is to be believed that what awaits soccer fans travelling to the most exotic of brazil world cup,AP,[],http://www.nytimes.com/aponline/2014/06/02/world/americas/ap-lt-brazil-managing-manaus.html,,2014-06-02,News,538bf82279881044f484da10
329,energy firm det norske has agreed to buy marathon oil corp norwegian business for billion ( billion pounds) in cash and has secured the financing needed to pay for its share of the billion johan sverdrup field in the north sea it said on monday,det norske buys marathon norwegian assets for billion cash,,[],Business Day,energy firm det norske has agreed to buy marathon oil corp norwegian business for billion ( billion pounds) in cash and has secured the financing needed to pay for its share of the billion johan sverdrup field in the north sea it said,Reuters,[],http://www.nytimes.com/reuters/2014/06/02/business/02reuters-det-norske-marathn-oil.html,,2014-06-02,News,538c1a8a79881044f484da42
209,the price of oil fell slightly monday and closed at two week low,oil falls aaa sees declining gas prices in june,,[],U.S.,the price of oil fell slightly monday and closed at two week low,AP,[],http://www.nytimes.com/aponline/2014/06/02/us/ap-oil-prices.html,,2014-06-02,News,538c20e379881044f484da49
343,marathon oil is selling its norwegian business to det norske oljeselskap asa in deal valued at about billion as it streamlines operations and hones its focus on the us,marathon oil selling norway ops in b deal,,[],Business Day,marathon oil is selling its norwegian business to det norske oljeselskap asa in deal valued at about billion as it streamlines operations and hones its focus on the us,AP,[],http://www.nytimes.com/aponline/2014/06/02/business/ap-us-marathon-oil-sale.html,,2014-06-02,News,538c52cd79881044f484dab9
2038,,morning agenda big names in insider trading case,an insider trading investigation involves some big names the inquiry could complicate carl icahn legacy valeant has again raised its bid for allergan mexico has authorized arrests of former executives at citigroup mexican subsidiary,[],Business Day,an insider trading investigation involves some big names the inquiry could complicate carl icahn legacy valeant has again raised its bid for allergan mexico has authorized arrests of former executives at citigroup mexican subsidiary,The New York Times,[],http://dealbook.nytimes.com/2014/06/02/morning-agenda-big-names-in-insider-trading-case/,Business,2014-06-02,Blog,538c68a079881044f484daf2
891,death by giant snakes malarial mosquitoes or drug addled knife wielding thieves if the barrage of blood soaked headlines in the british tabloids is to be believed that what awaits soccer fans travelling to the most exotic of brazil world cup host cities the amazonian metropolis of manaus,world cup most exotic city awaits tourist influx,,[],U.S.,death by giant snakes malarial mosquitoes or drug addled knife wielding thieves if the barrage of blood soaked headlines in the british tabloids is to be believed that what awaits soccer fans travelling to the most exotic of brazil world cup,AP,[],http://www.nytimes.com/aponline/2014/06/02/us/ap-lt-travel-brazil-managing-manaus.html,,2014-06-02,News,538c76b579881044f484db18
